Crowders Mountain State Park , 522 Park Office Lane , GPS coordinates: 35.2127, -81.3006 , Kings Mountain , NC , us , 28052
 Thrifty Adventures , 257 Fryling Ave SW , Wherever I may roam... , Concord , NC , us , 28025
Club Runway , 4 E 28th St , Between 5th and Madison Avenues , New York , NY , us , 10016
Whole Foods Market, Tribeca , 270 Greenwich Street , Cafe Level , New York , NY , us , 10007
FRANCE ORIGINE FR.OG , 71 SPRING STREET , BTW. CROSBY AND LAFAYETTE , NEW YORK , NY , us , 10012
IMPERIAL ROOM (FORMERLY SPY) , 17 West 19th Street , Between 5th and 6th Avenues , New York , NY , us , 10011
Corio , 337 West Broadway , @ Grand Street , New York , NY , us , 10013
THE RUNNING CENTER , 461 Central Park West , Corner of West 106th street , New York , NY , us , 10025
World Bar , 845 U.N. Plaza , Between 47th and 48th Streets , New York , NY , us , 10017
HOME , 532 West 27th Street , Between 10th and 11th Avenues , New York , NY , us , 10001
Suzie Wong  , 547 W 27th St , 10th & 11th Aves , new york , NY , us , 10001
Belmont Lounge , 117 E. 15th Street , Between Park Avenue and Irving Place , New York , NY , us , 10003
SOCIAL LOUNGE NEW YORK , 795 8th Avenue , Btw. 48th and 49th street , New York , NY , us , 10019
AJA , 1068 1 st Avenue , On 58th Street , New York , NY , us , 10022
MORTON'S STEAK HOUSE , 551 5th Avenue , On 45th street between 5th and Madison avenues , New York , NY , us , 10017
Ella , 9 Avenue A , btwn 1st and 2nd Street , New York City , NY , us , 10009
Cabanas @ Maritime Hotel , 363 W 16th Street , Corner of 9th ave , New York , NY , us , 10011
SKY LOUNGE CAFE , 3845 10th Avenue , Between 205th & 206th Streets , New York , NY , us , 10034
AICON GALLERY , 35 Great Jones Street , Between Lafayette & Bowery , New York , NY , us , 10012
Beekman Tower Hotel , 3 Mitchell Place , (intersection of 49th Street & 1st Ave.) , New York , NY , us , 10022
Highbar , 251 West 48th  Street , Between 8th Ave & Broadway , New York , NY , us , 10036
CARNIVAL LOUNGE / CLUB , 110 University Place , Between 12th & 13th streets , New York , NY , us , 10003
GATES NEW YORK , 290 8th Avenue , Between 24th & 25th Streets , New York , NY , us , 10001
BULLS HEAD TAVERN , 295 3rd Avenue , At 23rd Street , New York , NY , us , 10010
THE COLLECTIVE , 1 Little West Street , between 9th avenue and Washington , New York , NY , us , 10080
THE COLLECTIVE , 1 Little West 12th Street , between 9th & Washington , New York , NY , us , 10011
MARQUEE NEW YORK , 289 10th Avenue , Corner of 10th Avenue , New York , NY , us , 10001
LEVEL NINE , 34 West 32nd Street , Between 5th & B'way , New York , NY , us , 10001
AMMOS , 52 Vanderbilt Avenue , At 45th Street , New York , NY , us , 10017
ASPEN SOCIAL CLUB AT THE STAY HOTEL , 157 W. 47TH Street , between 6th & 7th avenues , New York , NY , us , 10036
Pier 62 Skatepark , 62 Chelsea Piers , (HudsonRiver@22nd.Street) , New York , NY , us , 10011
Flatiron School , 11 Broadway  , Suite 260 , New York , NY , us , 10004
Ra Cafe , 39-19 Queens Blvd , Sunnyside  , Queens , NY , us , 11104
Waterfront Park , Pier A Park (End of Pier) , Sinatra Dr btw 1st and 2nd  , Hoboken  , NY , us , 07030
Asian Research Institute , 25 W 43rd St #1000 , bet 5th & 6th Ave , New York , NY , us , 10036
Chocolate with a Twist , 528 Larkfield Rd , Apt., suite, floor number, etc. , East Northport , NY , us , 11731
Holiday Inn Express , Route 58 , 1707 Old Country Road , Riverhead , NY , us , 11901
Pearl , 295 Montauk Highway , Village Square Shopping Center , Speonk , NY , us , 11941
Mangiamo's Restaurant , 15 New Street , Huntington Village , Huntington , NY , us , 11743
Robinson's Tea Room , 97 East Main Street , Stony Brook Village , Stony Brook  , NY , us , 11790
Painters , 416 S Country Rd , Apt., suite, floor number, etc. , Brookhaven , NY , us , 11719
Beanberry Coffee and Desserts , 465 Park Avenue Plaza , Route 25A , Miller Place , NY , us , 11764
Dix Hills Performing Arts Center , 305 North Service Road , Five Towns College , Dix Hills , NY , us , 11746
SILVER LAKE PARK , OCEAN AVE  , 5th and 6th Ave , Belmar , NJ , us , 07719
House of Bounce , 5100  Belmar Blvd , Suite 9 , Wall , NJ , us , 07727
Odessa Diner , 119 Avenue A , Ave A and 8th Street , New York , NY , us , 10001
Rebel , 251 W. 30th Street , btwn 7th & 8th (right downstairs from Music Makers) , New York , NY , us , 10001
Group Site , 33 Flatbush Ave , (near Nevins St subway-- see map) , Brooklyn , NY , us , 11217
Hostos Community College , 450 Grand Concourse , Off E 149th street , Bronx , NY , us , 10451
Central Park Arsenal  , 830 5th Ave , 3rd Floor Gallery , New York , NY , us , 10065
NYU Courant Institute , 252 Mercer Street , Room 317 , New York , NY , us , 10012
Office Building , 255 Old New Brunswick Rd , Ste. N-40 , Piscataway , NJ , us , 08854
BORDERS-Bridgewater , 290 Commons Way , Bridgewater , Bridgewater , NJ , us , 08807
Annual PRIDE March Location , 56th Street , between 5th & 6th Ave , New York , NY , us , 10019
NOW-NYC Headquarters , 150 West 28th Street , Suite 304 , New York , NY , us , 10001
NOW-NYC , 150 West 28th Street, Sutie 304 , (between 6th & 7th avenues) , New York , NY , us , 10001
Woolworth Building , 15 Barclay Street , 4th floor , New York , NY , us , 10007
SONY ATRIUM BLDG. , 550 MADISON AVE , BETWEEN 55TH AND 56 STS. , NYC , NY , us , 10022
Finnerty's Irish Pub , 221 2nd Avenue , between 13/14 Sts. , New York , NY , us , 10003
The Center at Cosmos Tree , 3rd Ave , (btw. 87th & 88th Streets) -Suite 204 , New York , NY , us , 10128
Cosmos Tree , 177 East 87th St. (between Lexington and Third Avenues) , #204 , New York , NY , us , 10128
 Harold's New York Deli Restaurant , 707 Route 46 East , (Holiday Inn) , Parsippany , NJ , us , 07054
Callahans , 1964 Hempstead Tpke , East Meadow , Levittown , NY , us , 11756
Massapequa Bowl , 4235 Merrick Road , corner of Hicksville Rd (Route 107)  , Massapequa , NY , us , 11758
The Nowhere Bar , 322 East 14th Street , between 1st and 2nd Avenues , New York , NY , us , 10003
Sheep Meadow , west 67th st Entrance of Central Park , middle of field , ny , NY , us , 10023
BLYDENBURGH , COUNTY PARK , VETS MEMORIAL HGWY , SMITHTOWN , NY , us , 11733
Bryant Park , 217 E 42nd St , (Btw 2nd & 3rd Aves) , Manhattan, New York City , NY , us , 10017
Pachaug State Forest , Route 49N  , Ekonk Hill Road , Voluntown , CT , us , 06384
Shooters Range , 146 Danbury Road , in the back , New Milford , CT , us , 06776
New Canaan Nature Center , 144 Oenoke Ridge , New Canaan, CT , New Canaan , CT , us , 06840
Danbury War Memorial , 1 Memorial Drive , c/o Main and South St.  (Rte 53) , Danbury , CT , us , 06810
Harbor Lites Hair Design , 2080 Bridgeport Ave , look for Osborne Ave , Milford , CT , us , 06460
Fairfield University - Di Menna-Nyselius Library , Barlow Road Entrance the go past the Quick Center , 1073 North Benson Road - Main Entrance , Fairfield , CT , us , 06824
Grand Central Info Booth. , 15 Vanderbilt Ave,  , Main Concourse,  , New York , NY , us , 10017
Norfolk Curling Club , 70 Golf drive , P.O. Box 102 , Norfolk , CT , us , 06058
Terminal 110 , 1 Brewery Street , 110 Terminal Plaza , New Haven , CT , us , 06511
Carabiner's Indoor Climbing , 85 Mill Plain Road , Building T , Fairfield , CT , us , 06824
Block Island Ferry (Point Judith) , Galilee State Pier , 304 Great Island Rd. , Narragansett , RI , us , 02882
Prime Climb, Inc. , 340 Quinnipiac Street , Silversmith Park, Bldg. #28 , Wallingford , CT , us , 06492
COLUMBUS 72 , 246 Columbus Avenue , (between 71st & 72nd St) , New York , NY , us , 10023
New York City Center , 131 W 56th St , between 6th & 7th Ave , New York , NY , us , 10019
NYU Stern School of Business - Tisch Hall , The Paulson Auditorium , 40 West 4th Street (@ Greene) , New York , NY , us , 10012
Bank of America Home Mortgages , 1155 Ave. of the Americas , 17th Floor , New York , NY , us , 10036
Parsippany Library , 449 Halsey Rd , lower level conference room , Parsippany , NJ , us , 07054
Seance in the Ctiy  , 434 East 9 Street ,   , New York , NY , us , 10009
Dolce Center  , 32 Weed Avenue , Hayloft Room & Cidermill Lounge , Norwalk  , CT , us , 06850
City Hall , 94 Washington St , 3 Floors , Hoboken , NJ , us , 07030
Ramapo Valley County Reservation ,  Rt. 202  , large parking lot about two miles south of NJ 17  , Mahwah , NJ , us , 07430
JACOB JAVITS CONVENTION CENTER , 12TH AVE AND 34TH STREET , Hall 1D – Special Events Hall , NEW YORK , NY , us , 10018
Bryant park Grill , 25 west 40th , between 5th and 6th , NY , NY , us , 10019
Learning Worlds , 488 Madison Ave , 19th floor, between 51st and 52nd Streets , New York , NY , us , 10022
3rd Ward , 195 Morgan Ave , , at the corner of Stagg St, in East Williamsburg. Subway: L train to Grand St , Brooklyn , NY , us , 11211
APress, Inc. , 233 Spring Street  , 6th floor , New York , NY , us , 10013
bitforms gallery , 529 West 20th St , 2nd Fl. , New York , NY , us , 10011
SAKAYA , 324 E 9th St , Bet: 1st & 2nd Ave. , New York , NY , us , 10003
Top Tunes , 303-305 East 53rd St. , Btwn 1st & 2nd Ave , New York , NY , us , 10022
Cin M Art Space 17 , 432 6th Avenue , 2nd floor of Amber Asian Cuisine , New York , NY , us , 10011
Betel , 51 Grove St , between bleeker and 7th ave , West Village, New York , NY , us , 10014
Poco , 33 Avenue B , (between E3rd St & E4thSt)Closer To 4th St. Corner Left East side Of street  , New York , NY , us , 10009
Microsoft Office , 1290 6th Ave (Bet. 52nd/53rd) , 6th Floor , New York , NY , us , 10019
Lifethyme Natural Market , 410 Sixth Ave. , (betw. 8th &  9th St.) , New York , NY , us , 10011
Body Talk Center/Nurture NY , 1123 Broadway , Suite 1205 between 25th and 26th Street , NY , NY , us , 10010
The Alignment Center , 120 West 28th Street , 3rd Floor , New York , NY , us , 10001
Church of St. Paul and St. Andrew , 263 West 86th Street , (on West End Avenue) , New York , NY , us , 10024
Barnes & Noble , 3089 East Main Street , Cortlandt Town Center, Route 6 , Mohegan Lake , NY , us , 10547
Avalon Park Preserve , Harbor Road , (Park's Boardwalk Entrance) , Stony Brook , NY , us , 11790
Tallman Mountain State Park , Route 9W , next to 243 RT. 9W , Piermont , NY , us , 10968
Club A Steakhouse , 240 E 58th Street , bet second & third avenue , New York , NY , us , 10022
Kehila Kedosha Janina , 280 Broome Street , NYC, NY , New York , NY , us , 10002
Metropolitan Opera House , Lincoln Center , Lincoln Center , New York , NY , us , 10023
Greek American Folklore Society (GAFS) , 21-80 Crescent Street , (at Ditmars Boulevard) , Astoria , NY , us , 11103
Central Park SummerStage , Rumsey Playfield , at 69th Street, mid-park , New York , NY , us , 10022
Intrepid Sea, Air & Space Museum , West 46th St. & 12th Ave , Pier 86 , New York , NY , us , 10036
Microsoft, Inc. , 1290 Ave of the Americas, 6th  floor , (bet 51st & 52nd sts) , New York , NY , us , 10104
American Bible Society  , 1865 Broadway  , at 61st Street  , New York , NY , us , 10023
Microsoft Briefing Center , 1290 6th Ave (between 51 & 52sts) , 6th floor; Belasco Room , New York , NY , us , 10104
Cosi Restaurant , 2186 Broadway , (corner 77th Street) , New York , NY , us , 10024
Belleville Lounge , 332 5th Street , off 5th Avenue , Brooklyn , NY , us , 11215
Prospect Park at 9th street , Prospect Park West , and 9th streeet , Brooklyn , NY , us , 11201
The Gate  , 321 Fifth Avenue ,  At 3rd Street , Brooklyn , NY , us , 11215
Mission Dolores , 249B 4th Ave , Between President Street and Carroll Street , Brooklyn , NY , us , 11215
OCEANS 8 , 308 FLATBUSH AVENUE  , (CORNER OF 7TH AVENUE) , Brooklyn , NY , us , 11217
Dublin 6 , 575 Hudson Street , Between West 11th & Bank , New York , NY , us , 10014
Investors Academy , 255 Old New Brunswick Road , S215 , Piscataway , NJ , us , 08854
Sandy Hook Bay Marina , 1 Willow St , Neils Original Oyster Restaurant , Highlands , NJ , us , 07732
Charlie Browns , Sycamore Ave. , Tinton Falls , Eatontown , NJ , us , 07724
Hidden Meadows Clubhouse , 1 Wilhelm Sq. , OCEAN TOWNSHIP , Oakhurst , NJ , us , 07712
THE WINE LOFT , 32 Laird Street , PIER VILLAGE , Long Branch , NJ , us , 07740
The Grove West Organic Garden Market , 540 Broad Street , Route 36 , Shrewsbury  , NJ , us , 07702
Comfort Diner , 214 E. 45th Street , (btw 2nd and 3rd Avenues) , New York , NY , us , 10017
Vintage , 753 9th Avenue , btwn 50th and 51st Sts. , New York , NY , us , 10019
Union League Club , 38 East 37th Street , btwn Park & Madison Aves , New York , NY , us , 10016
El Tequilazo , 43 West 46th Street , (between 5th and 6th Avenue , New York , NY , us , 10001
Jake's Saloon , 9th Ave , Between 22nd and 23rd , New York , NY , us , 10001
The Perfect Pint , 123 W 45th St , b/w 6th & 7th Aves , New York , NY , us , 10036
Red Sky Bar , 47 East 29th Street , btwn Park & Madison Avenues , New York , NY , us , 10001
Killarney Rose Bar , 127 Pearl Street , second floor! , New York , NY , us , 10005
Met Club , 122 East 83rd Street , btwn Lex & Park , New York , NY , us , 10001
Playwright , 35th street , b/w 5th and 6th avenue , New York , NY , us , 10016
Inner Life Society Virtual Conference Center , (785) 686-3677 , Passcode: 26000# , New York , NY , us , 11203
The Puck Building , 295-307 Lafayette St. , btw. E. Houston & Jersey Sts. , New York , NY , us , 10012
Zaro's Bakery (ZB) , 920 Broadway , btw. E. 20th & E. 21st Sts. , New York , NY , us , 10010
Bill's neighborhood , 23rd Road & 31st St. , Bill's apartment isn't far from this street corner.  Look in the "Comments/Conversation" section for his actual address! , Astoria , NY , us , 11105
Panera Bread , 165 E. St. Route 4 West , Located in Khols shopping Center , Paramus  , NJ , us , 07652
Josie's International School of Dance , 199 North Broadway , Immaculate Conception Church (SIDE Entrance ON Broadway) , Sleepy Hollow , NY , us , 10591
Buttermilk Falls, Delaware Water Gap National Recreation Area  , Mountain Rd  , 41.1376°N 74.8883°W , Walpack Township , NJ , us , 07851
CONEY ISLAND BOARDWALK , WEST 12TH STREET , BY ASTROLAND , BROOKLYN  , NY , us , 11201
Bryant Park , W 41th St and 6th Ave , meet near the statue of Bryant , New York , NY , us , 10018
Grand Central ,   42nd Street ,  Pepe Rosso , NY , NY , us , 10017
Sojourn , 244 E. 79th St.  , (between 2nd & 3rd Ave.) , New York , NY , us , 10021
Tribeca Health & Fitness , 105 Chambers Street , at Church Street , New York , NY , us , 10007
Bleecker Street Festival , Bleecker Street , between 7th and 8th Avenues , New York , NY , us , 10003
Lexington Avenue Festival , Lexington Avenue between 40th Street and 41st Street , between 34th and 42nd Streets , New York , NY , us , 10016
University of Rochester , 201 Lattimore Rd , Eastman Quadrangle , Rochester , NY , us , 14627
Alibi , 116 macdougal street , between west 3rd and bleecker street , New York , NY , us , 10012
Bayonne Diner , 226 Broadway , @ 8th Street , Bayonne , NJ , us , 07002
RVC Municipal Parking Lot , North Centre Ave & Washington Street , Behind Terry Animal Hospital , Rockville Centre , NY , us , 11570
Vezzo , 178 Lexington Ave , cross street: 31st , New York , NY , us , 10016
The Arch , 66 W 39st , 3rd flr , New York , NY , us , 10018
Shetler Studios ( btwn broadway & 8th ave) , 244 West 54th Street, 12 Flr  , Take Stairs 1 fight up to Penthouse 1 , New York , NY , us , 10019
West Side YMCA , 5 W 63rd St (& Central Park West) , Parkside Lounge , New York , NY , us , 10023
Keats Restaurant , 842 2nd Avenue , (corner 45th Street) , New York , NY , us , 10017
Northern Sheep Meadow -- where the trees meet the lawn (near Mineral Springs Cafe and restrooms) , Central Park , Mid-Park at 70th Street. , New York , NY , us , 10024
Cloister Cafe , 238 E 9th St , 2/3 Ave , New York , NY , us , 10003
Chill Lounge , 329 Lexington Ave , 38th/39th (chillloungenyc.com) , New York , NY , us , 10016
Rosa Mexicano , 9 E 18th St (5th/Bway) , New York , New York , NY , us , 10003
Duvet , 45 W 21 (duvetny.com) , (btw 5th and 6th Ave) , New York , NY , us , 10010
see graphic , 217 Bowery , (at Rivington) , New York , NY , us , 10002
The Vault , 225 East Houston St at Essex , (use private entrance on Essex) , New York , NY , us , 10002
Murphy's Townhouse Cafe , 97 Franklin St , Stamford , Stamford , CT , us , 06901
Bushnell Park Fountain/Statues , 161 Jewell Street , Downtown Hartford , Hartford , CT , us , 06103
Greenwich Polo Club , Conyers Farm , Hurlingham Drive , Greenwich , CT , us , 06831
Access Theater , 380 Broadway , 4th floor , New York , NY , us , 10013
The City Reliquary , 370 Metropolitan Ave , (Btw N. 4th & Havermeyer Sts) , Williamsburg , NY , us , 11211
End of Elm , 140 Morris Street , @ Lackawanna Pl & Elm St , Morristown , NJ , us , 07960
Dusk , 147 W 24th St , (between 6th & 7th Ave) , New York , NY , us , 10011
The Stag's Head , 252 East 51st Street , at 2nd Avenue , New York , NY , us , 10022
Zeppelin Hall , 88 Liberty View Drive , 296 Grand Street , Jersey City , NY , us , 07302
4th Down Bar & Lounge , 170 North 4th Street , (between Bedford Ave. & Driggs Ave.) , Brooklyn , NY , us , 11211
Taproom No.307 , 307 3rd Avenue , At 23rd Street , New York , NY , us , 10010
Croxley Ales , 28 Avenue B , (2nd & 3rd Sts.) , New York , NY , us , 10009
Network Cafe , 108-02 72nd Avenue , Btwn Austin St & Queens Blvd , Forest Hills , NY , us , 11375
d.b.a. Brooklyn , 113 North 7th Street , (between Berry Street and Wythe Avenue) , Williamsburg , NY , us , 11211
La Zarza , 166 First Ave , (bwtn 10th and 11th Sts) , New York , NY , us , 10003
The Malcolm X and Dr. Betty Shabazz Memorial and Education Center , 3940 Broadway , @ 165th Street , New York , NY , us , 10032
Jeollado , 116 East 4th Street bet. 1st & 2nd , Subway: Broadway-Lafayette BDFV , New York , NY , us , 10011
Sushi of Gari , 402 E 78th St , Between 1st Ave & York , New York , NY , us , 10021
Hamachi Japanese Restaurant , 34 E 20th St , New York, NY 10003 , New York , NY , us , 10003
Tataki Japanese Restaurant , 3 Lispenard St , between Avenue Of The Americas & Broadway , New York , NY , us , 10013
Amber , 1406 3rd Ave , Subway: 77th Street 6 Train , New York , NY , us , 10075
Sushi Sennin $$$ , 30 E 33rd St , 33rd St 6 Train , New York , NY , us , 10011
Kirara , 33 Carmine St , (Nearest West 4th Subway) , New York , NY , us , 10011
Ooki , 1575 3rd Ave , Betw. 88 & 89 , New York , NY , us , 10011
Yasuda , 204 East 43rd , Corner of 43rd and 3rd , New York , NY , us , 10011
Kuruma Zushi $$$$$ , 7 East 47th off Broadway , Betw. 5th and Madison , New York , NY , us , 10017
Choga , 145 Bleecker St , Between Laguardia Pl and Thompson St , New York , NY , us , 10011
Mikata , 150 Centre Street (off Walker) , Nearest Subway: Canal 6 or JMZ , New York , NY , us , 10013
Niko Niko , 80 Wall Street , (Financial District) , New York , NY , us , 10011
Ichiro , 2nd Ave , Btwn 87th & 88th St  , New York , NY , us , 10001
Kyoto Sushi $$$ , 1240 Lexington Ave , Btwn 83rd & 84th St , New York , NY , us , 10028
West Side Sushi $$ , 717 9th Ave , Btwn 48th & 49th St , New York , NY , us , 10019
Nomado 33 $$ , 165 E 33rd St , Btwn Lexington & 3rd Ave , New York , NY , us , 10016
Wajima , 134 East 61st Street , at Lexington Ave. , New York , NY , us , 10001
Tokyo Bay , 183 Duane St , Btwn Greenwich & Husdson , New York , NY , us , 10013
Gari West , 370 Columbus Ave , Btwn 77 & 78 , New York , NY , us , 10024
Chiyono , 328 East 6th St.  , Btwn 1st & 2nd Aves. , New York , NY , us , 10003
Alpha Fusion  , 365 West 34th Street , At 9th Ave , New York , NY , us , 10001
Shaburi , 125 East 39th Street , Off Lexington (3 Blocks from Grand Central) , New York , NY , us , 10016
Ginger , 109 1st Ave , Between 6th/7th Streets , New York , NY , us , 10003
Moco Global (Butai II) , 516 3rd Ave , Between 34/35 , New York , NY , us , 10001
Shaburi $$$ , 125 East 39th St , Btwn Lexington & Park , New York , NY , us , 10016
Iron Sushi II - $$ , 355 East 78th , Between 1/2 Aves , New York , NY , us , 10075
Sakagura , 211 East 43rd Street , B1 , New York , NY , us , 10017
Yakiniku West , 218 East 9th Street  , (between 2nd Ave & 3rd Ave) , New York , NY , us , 10003
Register.com , 575 Eighth Avenue (betw. 38th and 39th Streets) , 11th Floor , New York , NY , us , 10001
Coopersmith-Hernandez Photography , 1051 County Line Rd. Suite 101    , Huntingdon Valley, Pa. , Huntingdon Valley , PA , us , 19006
Marbar , 200 S 40th St.  , Upstairs of Marathon Grill , Philadelphia , PA , us , 19104
Studio 142 @ The Canal Works , Canal St. and Beaver Dam Rd. , Suite 142 , Bristol , PA , us , 19007
Ripley Grier Studios , 8th Ave , 16th Floor , New York , NY , us , 10018
Wallkill River National Wildlife Refuge , 1511 County Road 565 , launch parking , Sussex , NJ , us , 07461
Shadow Lake , Stevenson Park , W. Front St. , Red Bank , NJ , us , 07701
Shark River Park (Main parking lot.) , 1101 Schoolhouse Road  , (Between Rt. 33 and Belmar Blvd) , Neptune , NJ , us , 07753
Wading River at Godfrey Bridge , 85 Godfrey Bridge Rd , 39.679712,-74.505157 , Chatsworth , NJ , us , 08019
High Mountain Park Preserve , William Paterson Univ. , College Rd.  near Lot 6 , Wayne , NJ , us , 07470
Birch Coffee , 5 East 27th Street , At the Gershwin Hotel , Manhattan , NY , us , 10016
Desmonds Tavern , 433 Park Ave S , New York , New York , NY , us , 10010
Rockland Community College , 145 College Rd , The Cultural Arts Building , Suffern , NY , us , 10901
Panera Bread , 24 N Middletown Rd , (Enter Marshalls shopping plaza on Route 59) , Nanuet , NY , us , 10954
Holiday Inn Hotel , Executive Blvd , Grand Ballroom , Suffern , NY , us , 10901
Sheraton Sharp Plaza , 1 International Boulevard  , Route 17 North , Mahwah , NJ , us , 07430
CLIFTON JEWISH CENTER , 18 delaware street , off of route 46 East , Clifton , NJ , us , 07011
West Point Trophy Point Amphitheater , 685 Hardee Place , Trophy Point Monument , West Point , NY , us , 10996 
Empire State Studio NYC , 41 West 36th Street , Upper Level , New York City , NY , us , 10018
Streak Studio , 25 W 26th St , 7th Floor , New York , NY , us , 10010
Tea & Sympathy  ,  West Village  , 108 Greenwich Avenue, between 12th & 13th Street , NYC , NY , us , 10027
Central Park ,  Belvedere Castle  , (Mid-Park near 79th Street) (at the overlook) , NYC , NY , us , 10024
Jacques-Imo Cafe' , 366 Columbus Avenue , 77st & Columbus Ave , New York , NY , us , 10024
Wollman Rink , Central Park , 59St and 6th Avenue , New York , NY , us , 10001
Gotham Comedy Club , 208 West 23rd , btw 7th & 8th , New York , NY , us , 10001
Lombardi's Coal-Oven Pizza , 32 Spring St , Cross Street: Between Mulberry Street and Mott Street , New York , NY , us , 10012
AMC Loews , 312 west 34th  , streetbetween 8th and 9th Avenue , New York , NY , us , 10001
Karaoke Box Duet , 53 W 35th, 2F , Between 5th & 6th , New York , NY , us , 10001
Thai Chai Yo , 233 9th Ave , between 24th & 25th , New York , NY , us , 10001
Dos Caminos , 373 Park Ave S , Near 26TH Street , New York , NY , us , 10010
Ripley Greer Studios ,  520 Eighth Avenue , 16th Floor , New York , NY , us , 10018
Reunion Bar , 357 West 44th Street , NE Corner of 44th St & 9th Ave. , New York , NY , us , 10036
Time Warner Center , One Time Warner Center, New York City   , (Entrance on 58th Street between 8th and 9th Avenues)  , New York , NY , us , 10001
Pinnacle Trailhead , Hamburg Reservoir , Reservoir Road , Hamburg , PA , us , 19526
Fahnestock WINTER park , 1570 Rte 301 , Use GPS coordinates if you can - they are accurate , Carmel , NY , us , 10512
Warwick Drive-In , 5 Warwick Turnpike (Route 21) , just off Route 94 (right behind Shop-Rite) , Warwick , NY , us , 10950
Bliss St. Station , 47-02 Greenpoint Ave , Sunnyside (Queens) , Sunnyside , NY , us , 11104
NEW GRAND BUFFET , 34-45 48th Street , (off Northern Blvd) , LIC , NY , us , 11103
Sterling Forest State Park , Long Meadow Road , (Route 84) , Warwick , NY , us , 10987
Stickey Mike's , 246 West 14th Street , Between 7th & 8th Avenues , Manhattan , NY , us , 10011
C-LOUNGE , 608 FORDHAM ROAD  , ARTHUR AVE. , BRONX , NY , us , 10458
Climax AKA Duvet , 45 W. 21ST Street , Between 5th and 6th Avenue-Enter On right Side Door Go downstairs , New York , NY , us , 10010
Caribbean City , 103 Empire Blvd , bt. Bedford Ave & Flatbush , Brooklyn , NY , us , 11225
KC's Hideaway , 2494 Atlantic Avenue , Corner Hinsdale Street  , Brooklyn , NY , us , 11233
Colors Lounge , 417 Lafayette Street , bt. Astor & East 4th Street , New York , NY , us , 10003
Sapphire , 249 Eldridge , between Houston and Stanton , New York , NY , us , 10002
Karma Lounge , 51 1st ave.  , (between 3rd and 4th Street) , New York , NY , us , 10003
Sutra Lounge , 16 First Avenue , Between First & Second Streets , New York , NY , us , 10009
Chevy's TexMex Restaurant , Clifton Commons  , 405 Route 3 East , Clifton , NJ , us , 07014
Shannon Rose Irish Pub , 98  Kingsland Road , (Clifton Commons, across from target) , Clifton , NJ , us , 07014
Hoboken Arts & Music Festival , Washington Street , Between Observer Hwy & 7th Street , Hoboken , NJ , us , 07030
Jib Lanes , 67-19 Parsons Blvd , Ground Level , Flushing , NY , us , 11354
Simon & Schuster Offices , 1230 Avenue of the Americas , Between 48th and 49th Streets on Sixth Avenue , New York , NY , us , 10020
Maple Grove Cemetery  , 83-15 Kew Gardens Road , (off Lefferts Blvd) , Kew Gardens , NY , us , 11415
Virayoga , 580 Broadway , 2nd floor-Between Prince and Houston , New York , NY , us , 10012
5C Cafe and Cultural Center , 68 Avenue C @ 5th St. , Ground Floor , New York , NY , us , 10009
NYPL Stephen A. Schwarzman Building , Fifth Avenue at 42nd Street , Meet on the steps, between the lions , NY , NY , us , 11366
West End Presbyterian Church , 165 West 105th Street , at Amsterdam Avenue , New York , NY , us , 10025
Dergah al-Farah in Tribeca , 245 West Broadway  , Btwn Walker and White Sts  , New York , NY , us , 10013
Church of St. Francis Xavier, Hurtado Hall , 55 West 15th Street , between 5th and 6th Aves , New York , NY , us , 10011
Home of Mataji and Merrill , 44 Midchester Avenue , (at the corner of Hartsdale Ave.) , White Plains , NY , us , 10606
Wilson House, of First Baptist Church, White Plains NY , 456 North Street , Corner of North St. & Bryant Ave. -- Parking lot enter off Bryant Ave.  , White Plains , NY , us , 10605
A.R.T. Spaces , 520 8th Ave , 3rd Floor , New York , NY , us , 10018
The Gutter , 200 N 14th St , (G train to Nassau Ave or L train to Bedford Ave) , Brooklyn , NY , us , 11211  
The Bush Doctor Juice Bar , 370 Tompkins Avenue , entrance on Putnam Ave , Brooklyn , NY , us , 11216
Chelsea Piers / Spirit of New York , Pier 62, Chelsea Piers /W.23rd Street , New York, NY , New York , NY , us , 10011
Round Valley Boat Launch , Cherry Street and Rt 629 , 1/2-mile from Rt 22 , Lebanon , NJ , us , 08833
National Constitutional Center  , Independence Mall , 525  Arch Street , Philadelphia , PA , us , 19106
Minetta Lane Theatre , 18 Minetta Lane , Btw: 6th Ave & MacDougal St , New York , NY , us , 10012
KATRA , 217 Bowery St. , Bet. Riverton and Prince St. , New York , NY , us , 10002
UCONN Stamford , One University Place , Room #222 , Stamford , CT , us , 06901
UCONN Stamford - Reading Room , 1 University Pl , Room 2.53 , Stamford , CT , us , 06901
MediFit , 17 High St , 3rd Floor , Norwalk , CT , us , 06851
Northampton Municipal Park , Hatboro Road  , Between Bristol Road and Almshouse Road , Churchville , PA , us , 18966
Washington Crossing Historic Park , Routes 32 & 532 , P.O. Box 103 , Washington Crossing , PA , us , 18977
Bowman's Hill Wildflower Preserve , 1635 River Rd. , (Rt. 32) , New Hope , PA , us , 18938
Back Fence , 155 Bleecker St , corner of Thompson, , New York , NY , us , 10013
Esocen Renewal Center , 110 Prospect St , Back Entrance , Stamford , CT , us , 06901
FREE FOOD , 18 W 45th  , between 5th & 6th  , New York , NY , us , 10001
The Temptress , W. 41st St. & 12th Ave. , Pier 81 - World Yacht Marina , New York , NY , us , 10036
