,word1,word2,label
347,xuRta,mexasaH,B
348,na,SivABiH,T
349,bAbU,mahASayasya,T
350,mAMsa,asqk,D
351,brAhmaNa,qRaBe,T
352,piwq,AxO,B
353,kRamA,niwyaH,B
354,ku,pAwrakEH,T
355,sneha,pUrvaH,T
356,prawi,pUjayan,T
357,rAjya,AxiBiH,B
358,kiMkarwavya,vimUDA,T
359,lakRmaNa,reKayA,T
360,XUma,kewana,B
361,su,rakRiwA,T
362,pra,karwavyaM,T
363,pApa,buxXiH,B
364,nir,upAyA,B
365,aRtan,xikRu,T
366,vijiwa,inxriyaH,B
367,vikqwa,ceRtO,B
368,na,SocyAn,T
369,niH,Bayasya,B
370,kRAma,nivAraNam,T
371,kRINa,kalmaRAH,B
372,BikRA,jIvina,B
373,manuja,wApasena,T
374,sa,lAjam,B
375,sva,janeRu,T
376,sahasra,aMSuH,B
377,nArAyaNan,samaH,B
378,aBIRta,hanane,T
379,muni,veRAH,B
380,uRNa,woye,T
381,sa,sarRapaM,B
382,wri,vikrame,B
383,SiRta,AkqwiH,T
384,inxra,AxyAn,B
385,saMSraya,vAsinAm,T
386,Awma,wyAgI,T
387,paviwra,mOliH,B
388,wvaw,arWam,T
389,kAla,parIwaH,T
390,Cinna,sWUNaM,B
391,sva,BAgyam,T
392,eka,vaswrAM,B
393,gADa,varcasaH,B
394,waw,prapUrwO,T
395,piSiwa,aSanaH,B
396,prAk,muKaH,B
397,nir,IhaM,B
398,parama,sunxarI,T
399,yAna,praveSAya,T
400,varAha,rUpiNaM,B
401,buxZXi,mohiwaH,T
402,sa,vixyAnAm,B
403,a,sakqw,T
404,hawa,rAjAni,B
405,paFca,varRasya,T
406,yaWA,viXam,A
407,viRaNNa,vaxanaH,B
408,vyavahAra,patuH,T
409,bahu,SruwaH,B
410,Saf?kiwa,ciwwA,B
411,vikrama,buxXayaH,B
412,paviwriwa,lokaH,B
413,na,vaSa,T
414,a,viXavA,B
415,karpUragOra,aBiXAnam,B
416,viBakwa3,puRpaH,B
417,asmawa,gqham,T
418,sama,xuHKasuKaH,B
419,arXa,canxram,T
420,sa,rOkRyam,B
421,a,nisqRtAni,T
422,Awma,guNEH,T
423,Sukla,puRpANi,T
424,laguda,AyuXEH,B
425,pracCanna3,rawna,B
426,xivaH,okasaH,B
427,xivA,rAwraM,D
428,sa,BeRajA,B
429,ku,cakram,T
430,na,boXA,T
431,vAnara,SAvakaH,T
432,su,mafgalI,T
433,nir,ASA,B
434,xus,warAm,B
435,arha,varNaM,T
436,Xarma,ArAmAH,B
437,pANi,svanikAH,B
438,maw,vqkReRu,T
439,apa,varNiwam,T
440,cawurviMSawi,pafkajam,T
441,mAyA,upajIvanaH,B
442,upa,sWiwAnAm,T
443,sva,maNdam,T
444,su,vAcyAH,T
445,an,uwwamaH,B
446,sa,prema,B
447,mqxu,kAle,T
448,sva,anuRTiwAH,T
449,Gora,Awmane,T
450,sa,pawnIkAya,B
451,eka,agrawAM,T
452,kqpANa,haswam,B
453,xAra,nispqhaH,T
454,amara,saMkASaH,T
455,uwWAna,XIraM,T
456,nir,xayaM,B
457,rAjya,sevAyAm,T
458,sa,paricCaxaH,B
459,gulPa,pAxeRu,D
460,eka,nikewanAH,B
461,sva,cariwEH,T
462,kotara,Alayam,B
463,SeRa,jIvanam,T
464,nir,arWA,B
465,afgaxa,AxIn,B
466,sa,kranxam,B
467,lamba,kUrcam,B
468,vqxXi,AxIn,B
469,kalpa,sAXyam,T
470,na,parigrahe,T
471,xala,agram,T
472,kqwa,arWaH,B
473,manorama,AgAra,T
474,na,vyaBicAreNa,B
475,kArya,niyukwA,T
476,na,aBijFam,T
477,vi,nirmiwam,T
478,na,cewasaH,B
479,sahana,SIlaH,B
480,vi,naRtAH,T
481,vi,vqxXeByaH,T
482,a,kRaraM,B
483,muni,SApaH,T
484,paraspara,ASleRAw,T
485,viwwa,parEH,B
486,A,xAwuM,T
487,SArfga,pANe,B
488,sa,xuKam,B
489,pra,vqwwam,T
490,a,surAH,T
491,sarvaxeva,aBiXasya,T
492,sa,anuvAsanEH,B
493,sama,pramuxiwA,T
494,praSAsana,anuSAsanam,D
495,sam,AcAraH,T
496,jIvanwi,mUlaM,T
497,nivqwwi,lakRaNaH,B
498,ApoWiwa,agraM,B
499,eksapresa,AKyA,B
500,upa,jIvawaH,T
501,a,xravaM,T
502,rakwa,muKaH,B
503,sa,wvaraH,B
504,jiwa,AsanO,B
505,anXakAra,AvqwA,T
506,xawwa,ciwwaH,B
507,roga3,upacAram,T
508,sam,AganwukAnAm,T
509,yaw,arWam,T
510,jiwa,AwmanA,T
511,sahasra,pawiH,T
512,yajFa,AwmA,B
513,nawa,newrayA,B
514,agniveSa,kqwe,T
515,uwa,Aho,A
516,manxira,xiSi,T
517,BIma,AvarwaH,B
518,vaswra,putabanXa,T
519,sa,viroXam,B
520,mahA,xqwiH,B
521,yaWA,pUrvaM,A
522,bahu,xvAraM,B
523,sa,BaraxvAjaHn,B
524,viBakwa,anwaram,B
525,kalA3,vihInaM,T
526,na,kiFcanAyA,T
527,RAN,mAsikyAm,T
528,su,xAruNam,T
529,bahu,viGnaM,B
530,niSA,anviwam,T
531,rasa,wanmAwre,T
532,rAma,Bavanasya,T
533,vixIpwa,wejA,B
534,Saswra,pANiH,B
535,sarvva3,oRaXim,T
536,sa,mUlaH,B
537,sneha,sOmyawA,T
538,bAla,Xvanim,T
539,manas,snAnam,T
540,XyAna,nimagna,T
541,hawa,sUwAn,B
542,lohiwa,rAjI,B
543,puruRa,SreRTEH,T
544,pariGa,upamEH,T
545,Sila,uccayAH,T
546,niH,upaxravAH,T
547,saMkalpa,roXasam,B
548,Agamana,uxxeSam,T
549,sarva3,wawwveRu,T
550,SAnwa,svaBAvasya,B
551,jAwa,SabxaM,B
552,a,pAwraM,T
553,BrukutI,muKAH,B
554,manxa,AxyEH,B
555,guNa,upapannAn,T
556,nala,AkArAH,B
557,prawi,puruRam,A
558,jAra,prAsAxam,T
559,aNda,pipIlikam,D
560,sa,arxXam,B
561,sixXa,haswAH,B
562,sU,xUram,T
563,vi,lupwa,T
564,su,saMwraswO,T
565,xvija,AwiH,B
566,pari,kalpya,T
567,prawyakRa,rUpAH,B
568,a,uwwarA,B
569,xagXa,pakRaH,B
570,bAbU,mahAwmanaH,T
571,uwwama,afgEH,B
572,jala,kalaSA,T
573,kRipra,pAkA,B
574,aXyakRa,mahoxayaH,T
575,vqRaxaMSa,muKAH,B
576,vexavawI,nAmnA,B
577,rAya,mahASayam,T
578,rasa,oxanam,D
579,a,yuXyamAnaH,T
580,na,pariciwA,T
581,sva,XarmA,T
582,Awma,karma,T
583,mqxu,swIkRNena,D
584,mugXa,IkRaNA,B
585,hawa,vIrAH,B
586,xaSa,saMKyA,T
587,nir,buxXeH,B
588,miwra,vawsalaH,T
589,na,aBraH,T
590,na,aSnawaH,T
591,viRaya,ASliRtaM,T
592,paFca,AgneyAH,B
593,snAna,Axi,B
594,na,gaNiwAni,T
595,mqcCa,kati,T
596,mahA,bAhaH,B
597,aXimAMsA,abuxaM,D
598,kaRAya,maXuraM,D
599,yaWA,waWam,A
600,Bagna,SaswraH,B
601,gamBIra,woyABiH,B
602,sa,kalpaM,B
603,pAxa,aBinirvqwwaH,T
604,agra,gaNya,T
605,lOha,SqMKalA,T
606,paxma,nABaM,B
607,yaWA,ruci,A
608,pari,sWiwim,T
609,sva,AjIvikAm,T
610,eka,akRaraM,B
611,aSiwa,AxIni,B
612,sa,sammAnaM,B
613,BAri,manasA,T
614,paFca,afgIM,B
615,saha,jAwayaH,B
616,upa,spqSya,T
617,sa,Axaram,B
618,na,Aximaw,T
619,SuBa,karmaNi,T
620,a,kiMcanaH,T
621,hawa,buxXiRu,B
622,xakRa,sapwamAn,B
623,palAyiwu,kAmAH,B
624,maXye,pravAhaM,A
625,svAsWya,lABaH,T
626,saxXarmma,varwmani,T
627,ganXarva,kanyAyAH,T
628,upa,arjane,T
629,ucca,aXikAriRu,T
630,svakIya,Alinxe,T
631,krIwa,citikaH,T
632,anu,xAnam,T
633,vijiwa,ariNA,B
634,pra,harRiwAH,T
635,yukwi,bAhyena,T
636,sam,Axqwa,T
637,Svewa,vAhAw,B
638,safkrAnwi,AxO,B
639,nUwana,paxAnAm,T
640,vqRaBa,SakatyAm,T
641,aWarvan,rUpam,B
642,BU,lokasya,T
643,Baya,rasam,T
644,canxanapura,nAmni,T
645,hari3,ISvaraH,T
646,puRpiwa,pAxapam,B
647,sa,vikAram,B
648,pUrva,jAnAm,T
649,paxA,afgaM,B
650,aBi,saMSriwAH,T
651,yukwa,ceRtasya,B
652,sa,karuNam,B
653,prakASa,AwmA,B
654,niwya,wqpwAH,B
655,mahaw,xuHKam,T
656,pAnWin,AvAsam,T
657,xiva,okasaH,B
658,Awma,saMsWam,B
659,viviXa,varNAnAM,B
660,sa,viniScaye,B
661,na,kiFcana,B
662,sam,wqpwi,T
663,guNa,AwmakaM,B
664,kArwika,anwe,B
665,sa,kAmam,B
666,eka,rUpyakasya,T
667,prahlAxa,puwraH,T
668,buxXi,praxIpena,T
669,rAjya,Axi,B
670,viXi,hInam,T
671,yuga,pramANA,B
672,SreRTa,vaswUni,T
673,upa,yukwasya,A
674,uxXUwa3,puRpam,B
675,sapwa,AwmakaM,B
676,uRNa,saxanaM,T
677,kqRNa,pifgalaH,T
678,kubera,AyiwEH,T
679,brAhmaNa,SreRTaH,T
680,nir,maryAxAH,B
681,kAma,rUpiNI,B
682,anu,prApya,T
683,kurun,nanxanAH,T
684,anu,rUpO,A
685,xvi,raxasya,B
686,su,avaklinnAM,T
687,a,pUrvasya,B
688,prakRINa,puNya,B
689,kRaNa,kAlam,T
690,alpa,buxXeH,B
691,SIwa,uRNe,D
692,aRta,pAxaM,B
693,na,vicCinnaM,T
694,samApawiwa,sanwApaH,B
695,xuR,prawiprekRaNIyA,T
696,Sawru,sAXAraNe,B
697,ORaXa,xravyam,T
698,nir,vacanA,B
699,waw,kupraBAveNa,T
700,suwa,saMjFAn,B
701,Awma,kevalawAM,T
702,maMca,upayukwam,T
703,keSavaSAswri,nAmnA,B
704,su,wvak,B
705,gaja3,varam,T
706,xviviXa,praBAvaH,B
707,cAtu,SawEH,T
708,miWyA,pravqwwiM,B
709,sarva3,saMkatAni,T
710,sva,AwmanA,T
711,Sruwa,vAkyaH,B
712,xAna,SIle,B
713,yaWA,iRtaM,A
714,sapwa,xinAni,T
715,na,prakASya,T
716,parama,vexanayA,T
717,cinwana,SIlA,B
718,XanuR,guNaH,T
719,kRawriya,saMkulA,T
720,puRkara,newrAya,B
721,xvi,cawuH,B
722,xvi,guNAyAH,T
723,evam,viXaH,B
724,vi,vqwya,T
725,pApa,kqwyAH,B
726,nqwya,rawAH,T
727,sa,uwkaNTam,B
728,pralambamAna,kAkapakRaH,B
729,ganXa,wanmAwre,T
730,vEnaweya,manxirAw,T
731,xur,gawim,T
732,BUwa,vExyena,B
733,a,gawIn,B
734,sa,amAwyAn,B
735,xuHKa,SayyAH,B
736,pariciwa,wimirA,B
737,kiraNa,ciwraNam,T
738,Agawa,vijFAnaH,B
739,rasa,guNAn,T
740,upa,karwrAriNA,T
741,sa,hqxayasya,B
742,bahu,mallakEH,B
743,kqwa,saMskAraH,B
744,viviXa,lakRaNam,B
745,brAhmaNa,qRaBam,T
746,sa,AnanxaH,B
747,sahasra,SirasaM,B
748,sAXu,vqwwAn,B
749,SAswrasammawam),vicAram,T
750,maha,AsurAH,T
751,nir,Axarasya,B
752,sa,keyUrA,B
753,rakRi,puruReRu,T
754,vIwa,kalmaRam,B
755,mahaw,xAnam,T
756,sa,awiviRAM,B
757,bahu,viGnAni,B
758,sarva,ABaraNam,T
759,saMBinna,xarSanaH,B
760,XUwa,pApaH,B
761,a,maraH,B
762,goXUma,Axi,B
763,manwra,AxInAm,B
764,wulya,karmaNI,B
765,an,uwwame,B
766,gaja,ArUDam,T
767,svar,lokam,T
768,na,SAnwam,T
769,pra,pIdiwA,T
770,saFjAwa,sanxehaH,B
771,Arya,kakuBaH,T
772,vqnxA,rUpeNa,T
773,arWa,vyApArAH,B
774,vIra,bAlakAnAm,T
775,rAjan,xampawyO,T
776,xIrGa,AyuH,B
777,a,kUjanena,T
778,prawivexana,Axi,B
779,sa,agraM,B
780,xravya,AxinA,B
781,ugra,karmANaH,B
782,wapaH,parAyaNAH,B
783,sam,inXanAni,T
784,sarva,arWeRu,T
785,saha,mawyA,B
786,rAwri,anwe,T
787,kqwa,pariSramaH,B
788,sva,xAyiwvaM,T
789,a,vismayaH,B
790,mUrKa,aXipam,T
791,prawi,saMmiSriwe,A
792,saM,rakRyAn,T
793,na,SoRyaH,T
794,SreRTa,buxXiH,T
795,glAna,parNAnAM,B
796,A,kaNTam,A
797,roga,vimukwaH,T
798,sarva3,AramBEH,T
799,gAnXarva,vivAhasya,T
800,na,mAnuRi,T
801,su,prasAxaH,B
802,pUjA,AxinA,B
803,paraM,wapAH,B
804,eka,vqwwiH,B
805,kAma,akAmO,D
806,pra,xAnAya,T
807,na,SeRAH,T
808,na,lolupwvam,T
809,anu,mawi,T
810,Sraw,xaXAnaH,T
811,sa,avaXAna,B
812,awikRipwa,manoraWaH,B
813,suhqx,vqwaH,T
814,na,pariciwO,T
815,nir,AkAraH,T
816,a,kramaH,T
817,aXi,RTAnaM,A
818,vaMSAnucariwa,AxeH,B
819,sam,Anayaw,T
820,mahAnasa,pAwrANi,T
821,anya,viRayeRu,T
822,SArmaNI,Axi,B
823,eka,cCawrAM,B
824,aprawima,Ojase,B
825,kqwa,wvarA,B
826,na,prasannaH,T
827,marma,upaGAwI,T
828,labXa,sanwAnaH,B
829,mukwa,wvacaH,B
830,uxara,poRaNam,T
831,a,hiwAya,T
832,warjanI,AxO,B
833,a,kalmaRAn,B
834,sWAvara,jafgamam,D
835,RodaSa,Awmakam,B
836,AruDa,saMSayaH,B
837,anu,xinam,A
838,praSAnwa,roRaH,B
839,xravya,saMcayaH,T
840,manwra,afgAni,B
841,sixXi,BUmikAm,T
842,viRa,AkulEH,T
843,Bagna,samAXiH,B
844,su,snAwaH,T
845,yajFakRapiwa,kalmaRAH,T
846,maruwwara,yAnam,T
847,ava,Apya,T
848,haraxeva,AKyaH,B
849,xIrGa,prajFaH,B
850,nanxi,grAmam_K1,T
851,samavanawa,Siras,B
852,a,SeReNa,T
853,jFAna,Awmane,T
854,meru,maXye,T
855,pawnI,muKa,T
856,Xarma,upasWaH,T
857,varwwi,arWam,T
858,sa,sEnyam,B
859,hIraka,pUriwA,T
860,BAva,AwmikA,B
861,manwra,SAlAyAm,T
862,Xarma,cCaxmA,B
863,bahu,rUpa,T
864,naya,anayO,D
865,manwra,SakwiH,T
866,samuxra,muxrA,B
867,a,BakRyam,T
868,gawa,sawwvA,B
869,Gora,xarSanaH,B
870,na,urvarA,T
871,prawi,karmma,A
872,sa,apawrapaH,B
873,priya,rAjakaH,B
874,vArwA,AlApaH,D
875,su,Goram,T
876,cira,vyavasAyine,T
877,gawa,asavaH,B
878,na,Alocya,T
879,vara,varNinI,B
880,prawi,afgam,A
881,saha,uwsAham,B
882,mArga,BraRtO,T
883,sa,pidakAH,B
884,vAk,balAH,B
885,praviBakwa,pakRaH,B
886,Xarma,aXarmO,D
887,aBi,yukwaH,T
888,siMhAsana,ArohaNena,T
889,Sama,parAyaNAn,B
890,yaWA,icCam,A
891,anu,jFApya,T
892,paxArWa,jAwam,T
893,pra,aXyApakena,T
894,na,anumawasya,T
895,xqDZa,niScayAm,B
896,Xarma,AxIn,B
897,sajjanawva,kAraNa,T
898,an,iRtAnAM,T
899,buxXi,vEBavam,T
900,AXAna,AxIni,B
901,kilakila,rAvaH,T
902,xivya,SakwInAm,T
903,na,sahAyAm,T
904,wyakwa,AwmAnaH,B
905,wulya,vqwwayaH,B
906,nava,xvAre,B
907,eka,manA,B
908,a,wiWim,B
909,keSava,arjunayoH,D
910,sAXu,ukwam,T
911,ucca,aXikAriNam,T
912,paFca,karmA,B
913,xAsya,eSvaryaM,D
914,yaWA,iRtam,A
915,ananwara,kAle,T
916,rAjakIya,mahAvixyAlaye,T
917,vyavahAra,pravqwwAnAM,T
918,svexa,yogyena,T
919,hqxaya,manyuH,T
920,SikRaNa,saMsWAnAm,T
921,prahaswa,pramuKAH,B
922,SayyA,Asane,T
923,BIwa,yAnayA,B
924,SIrRa,virecane,T
925,eka,kRaNena,T
926,na,yogyaH,T
927,Avqwa,mArga,T
928,arWa,anarWO,D
929,sam,lagnaH,T
930,sa,cakiwaH,B
931,saFjAwa,vimawi,T
932,eka,SIlAH,B
933,a,kopayan,T
934,sarga,AxiH,B
935,piSiwa,ASanaH,B
936,mahaw,balam,B
937,pra,NIwAyAM,T
938,ABURaNa,AxIni,B
939,Saswra,pANInAm,B
940,saha,sAXyAH,B
941,bAhu,balinaH,B
942,prawi,xAnam,A
943,sva,mAnasasya,T
944,nis,svAxu,B
945,apAlA,sama,B
946,vexa,varjiwAH,T
947,yaWA,parimANam,A
948,xyUwa,Awma,T
949,Gora,niSAyAm,T
950,rafga,maXye,T
951,sa,parivArakAH,B
952,puwra,sahasrikAH,B
953,viRaya,viBexam,T
954,a,snAwaH,T
955,na,pAwreByaH,T
956,bahu,karxamAn,B
957,apara,ahNaH,T
958,iwyAxi,leKAn,T
959,wrivqw,SirAH,B
960,cariwa,arWaH,B
961,maw,saMsWAm,B
962,gawa,vyaWaH,B
963,a,SraxXeyam,T
964,hawa,buxXiH,B
965,rAma,AxyAH,B
966,yaWA,gawam,A
967,Basma,avaSeRAn,T
968,kqSa,grIvaH,B
969,BraRta,ESvaryaM,B
970,sa,puwrAm,B
971,a,jFena,T
972,Rac,guNaH,B
973,hqwa3,nayanAH,B
974,prApwa,aBiRekaH,B
975,xAna,niwyaH,T
976,sWiwa,XIH,B
977,guNa,prakarRaH,B
978,na,aBijFaH,T
979,wax,upASrayaH,B
980,vaMSa,hInaH,T
981,karNa2,kuharANi,T
